Building/  Project Name,Street Name,Postal District,Type,No. of Bedroom  (for Non-Landed Only),Monthly Rent  ($),Floor Area (Sqft)  1,Lease  Commencement  Date
GLOUCESTER MANSIONS,NEWTON ROAD,11,Non-landed Properties,2,3100,800 to 900,May-21
GLOUCESTER MANSIONS,NEWTON ROAD,11,Non-landed Properties,3,3280,1100 to 1200,May-21
GLOUCESTER MANSIONS,NEWTON ROAD,11,Non-landed Properties,2,3000,900 to 1000,Apr-21
GOLD COAST CONDOMINIUM,PASIR PANJANG ROAD,5,Non-landed Properties,3,4300,1800 to 1900,Apr-21
GLOUCESTER MANSIONS,NEWTON ROAD,11,Non-landed Properties,3,3800,1100 to 1200,Apr-21
GLOUCESTER MANSIONS,NEWTON ROAD,11,Non-landed Properties,3,3600,1100 to 1200,Apr-21
GOLD COAST CONDOMINIUM,PASIR PANJANG ROAD,5,Non-landed Properties,3,3800,1800 to 1900,Apr-21
GLOUCESTER MANSIONS,NEWTON ROAD,11,Non-landed Properties,1,2350,600 to 700,Mar-21
GOLD COAST CONDOMINIUM,PASIR PANJANG ROAD,5,Non-landed Properties,3,3000,1400 to 1500,Mar-21
GOLD COAST CONDOMINIUM,PASIR PANJANG ROAD,5,Non-landed Properties,3,3200,1400 to 1500,Feb-21
GOLD LEAF MANSIONS,LORONG M TELOK KURAU,15,Non-landed Properties,,3300,1400 to 1500,Feb-21
GLOUCESTER MANSIONS,NEWTON ROAD,11,Non-landed Properties,2,3000,800 to 900,Jan-21
GLOUCESTER MANSIONS,NEWTON ROAD,11,Non-landed Properties,3,3400,1100 to 1200,Jan-21
GLOUCESTER MANSIONS,NEWTON ROAD,11,Non-landed Properties,1,2500,600 to 700,Jan-21
GLORIA MANSION,PASIR PANJANG ROAD,5,Non-landed Properties,2,2800,1100 to 1200,Jan-21
GOLD COAST CONDOMINIUM,PASIR PANJANG ROAD,5,Non-landed Properties,3,4300,1800 to 1900,Jan-21
GOLD PALM MANSIONS,LORONG K TELOK KURAU,15,Non-landed Properties,2,2862,800 to 900,Jun-21
GOLDEN MILE COMPLEX,BEACH ROAD,7,Non-landed Properties,2,2300,900 to 1000,Jun-21
GOLDEN MILE COMPLEX,BEACH ROAD,7,Non-landed Properties,2,1700,900 to 1000,Jun-21
GOLDEN MILE COMPLEX,BEACH ROAD,7,Non-landed Properties,2,2700,900 to 1000,May-21
GOLDEN MILE COMPLEX,BEACH ROAD,7,Non-landed Properties,3,6000,2200 to 2300,May-21
GOLDEN MILE COMPLEX,BEACH ROAD,7,Non-landed Properties,2,1800,900 to 1000,May-21
GOLDEN HILL ESTATE,LI HWAN DRIVE,19,Terrace House,,3888,1500 to 2000,May-21
GOLD PALM MANSIONS,LORONG K TELOK KURAU,15,Non-landed Properties,3,3112,1100 to 1200,May-21
GOLDEN HEIGHTS,SERANGOON AVENUE 3,19,Non-landed Properties,2,2550,700 to 800,May-21
GOLDEARTH VIEW,JOO CHIAT PLACE,15,Non-landed Properties,3,2600,1100 to 1200,May-21
GOLD PALM MANSIONS,LORONG K TELOK KURAU,15,Non-landed Properties,2,2563,1000 to 1100,May-21
GOLD PALM MANSIONS,LORONG K TELOK KURAU,15,Non-landed Properties,3,3065,1000 to 1100,Apr-21
GOLDEN HEIGHTS,SERANGOON AVENUE 3,19,Non-landed Properties,2,2400,700 to 800,Apr-21
GOLDEN HILL ESTATE,LI HWAN DRIVE,19,Terrace House,,2700,1500 to 2000,Apr-21
GOLDEN HEIGHTS,SERANGOON AVENUE 3,19,Non-landed Properties,2,2450,700 to 800,Apr-21
GOLDEN MILE COMPLEX,BEACH ROAD,7,Non-landed Properties,2,2000,900 to 1000,Apr-21
GOLDEN MILE COMPLEX,BEACH ROAD,7,Non-landed Properties,2,2500,900 to 1000,Apr-21
GOLDEARTH VIEW,JOO CHIAT PLACE,15,Non-landed Properties,3,2300,1100 to 1200,Apr-21
GOLD PALM MANSIONS,LORONG K TELOK KURAU,15,Non-landed Properties,2,2563,1000 to 1100,Apr-21
GOLDEN MILE COMPLEX,BEACH ROAD,7,Non-landed Properties,3,3900,2100 to 2200,Mar-21
GOLD PALM MANSIONS,LORONG K TELOK KURAU,15,Non-landed Properties,2,2628,700 to 800,Mar-21
GOLD PALM MANSIONS,LORONG K TELOK KURAU,15,Non-landed Properties,3,3018,1000 to 1100,Mar-21
GOLDEN HILL ESTATE,MEI HWAN DRIVE,20,Terrace House,,3300,2000 to 2500,Mar-21
GOLDEN MILE COMPLEX,BEACH ROAD,7,Non-landed Properties,2,2700,900 to 1000,Mar-21
GOLDEN MILE COMPLEX,BEACH ROAD,7,Non-landed Properties,3,4200,2100 to 2200,Mar-21
GOLD PALM MANSIONS,LORONG K TELOK KURAU,15,Non-landed Properties,2,2441,800 to 900,Mar-21
GOLDEN HILL ESTATE,LI HWAN VIEW,19,Semi-Detached House,,3600,2500 to 3000,Feb-21
GOLDEN HILL ESTATE,MEI HWAN DRIVE,20,Terrace House,,3100,2500 to 3000,Feb-21
GOLD PALM MANSIONS,LORONG K TELOK KURAU,15,Non-landed Properties,2,2721,1000 to 1100,Feb-21
GOLDEN HILL ESTATE,LI HWAN CLOSE,19,Detached House,,10800,3500 to 4000,Feb-21
GOLD PALM MANSIONS,LORONG K TELOK KURAU,15,Non-landed Properties,2,2535,900 to 1000,Feb-21
GOLDEN HEIGHTS,SERANGOON AVENUE 3,19,Non-landed Properties,3,3200,1100 to 1200,Feb-21
GOLDEN MILE COMPLEX,BEACH ROAD,7,Non-landed Properties,2,2800,900 to 1000,Feb-21
GOLDEN MILE COMPLEX,BEACH ROAD,7,Non-landed Properties,3,3800,2100 to 2200,Feb-21
GOLDEN HEIGHTS,SERANGOON AVENUE 3,19,Non-landed Properties,3,3000,1100 to 1200,Feb-21
GOLDEN HILL ESTATE,LI HWAN DRIVE,19,Terrace House,,4000,2000 to 2500,Feb-21
GOLDEN HEIGHTS,SERANGOON AVENUE 3,19,Non-landed Properties,3,3000,1200 to 1300,Feb-21
GOLD PALM MANSIONS,LORONG K TELOK KURAU,15,Non-landed Properties,2,2721,1000 to 1100,Feb-21
GOLDEN HILL ESTATE,MEI HWAN CRESCENT,20,Semi-Detached House,,4100,3500 to 4000,Jan-21
GOLD PALM MANSIONS,LORONG K TELOK KURAU,15,Non-landed Properties,2,2563,1000 to 1100,Jan-21
GOLDEN HILL ESTATE,LI HWAN TERRACE,19,Terrace House,,4000,1500 to 2000,Jan-21
GOLDEN HEIGHTS,SERANGOON AVENUE 3,19,Non-landed Properties,2,2400,700 to 800,Jan-21
GOLD PALM MANSIONS,LORONG K TELOK KURAU,15,Non-landed Properties,3,2925,1100 to 1200,Jan-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,2,3000,900 to 1000,Jun-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,3900,1300 to 1400,Jun-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,4300,1300 to 1400,Jun-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,3500,1300 to 1400,Jun-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,3900,1300 to 1400,Jun-21
GOLDHILL GARDENS,GOLDHILL RISE,11,Terrace House,,12300,3500 to 4000,Jun-21
GOLDEN RISE ESTATE,KISMIS PLACE,21,Semi-Detached House,,5800,4000 to 4500,Jun-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,3600,1300 to 1400,May-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,4000,1300 to 1400,May-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,4,6200,1500 to 1600,May-21
GOLDHILL GARDENS,GOLDHILL PLACE,11,Terrace House,,6300,3000 to 3500,May-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,2,2850,900 to 1000,May-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,4000,1300 to 1400,May-21
GOLDENHILL VILLAS,GOLDEN DRIVE,19,Terrace House,,6000,2500 to 3000,May-21
GOLDEN SHOWER PARK,JALAN TIGA RATUS,16,Terrace House,,3750,3000 to 3500,May-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,4,5300,1500 to 1600,Apr-21
GOLDENHILL VILLAS,GOLDEN RISE,19,Semi-Detached House,,7200,5000 to 5500,Apr-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,4,4700,1500 to 1600,Apr-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,4000,1300 to 1400,Apr-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,4000,1300 to 1400,Apr-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,3800,1300 to 1400,Apr-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,3900,1300 to 1400,Apr-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,4,5000,1500 to 1600,Apr-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,2,2900,900 to 1000,Apr-21
GOLDHILL GARDENS,GOLDHILL VIEW,11,Terrace House,,5900,2500 to 3000,Apr-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,4100,1300 to 1400,Mar-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,2,2700,900 to 1000,Mar-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,3800,1300 to 1400,Mar-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,2,3000,900 to 1000,Mar-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,3800,1300 to 1400,Mar-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,4100,1300 to 1400,Mar-21
GOLDEN SHOWER PARK,MERAGI TERRACE,16,Terrace House,,3600,2000 to 2500,Mar-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,3800,1300 to 1400,Mar-21
GOLDEN RISE ESTATE,KISMIS PLACE,21,Semi-Detached House,,6500,4000 to 4500,Mar-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,2,2700,900 to 1000,Mar-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,4,5500,1500 to 1600,Mar-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,3600,1300 to 1400,Mar-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,4,4500,1500 to 1600,Feb-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,3800,1300 to 1400,Feb-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,3800,1300 to 1400,Feb-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,4,4500,1500 to 1600,Feb-21
GOLDEN RISE ESTATE,TOH TUCK WALK,21,Terrace House,,3500,2000 to 2500,Feb-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,2,3200,900 to 1000,Feb-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,4200,1300 to 1400,Feb-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,3600,1300 to 1400,Feb-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,3900,1300 to 1400,Feb-21
GOLDHILL GARDENS,GOLDHILL RISE,11,Terrace House,,7000,2000 to 2500,Feb-21
GOLDEN RISE ESTATE,LORONG KISMIS,21,Semi-Detached House,,3400,2500 to 3000,Feb-21
GOLDHILL GARDENS,GOLDHILL DRIVE,11,Terrace House,,5000,2000 to 2500,Jan-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,4,4500,1500 to 1600,Jan-21
GOLDENHILL VILLAS,GOLDEN RISE,19,Semi-Detached House,,6400,5000 to 5500,Jan-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,2,3000,900 to 1000,Jan-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,3800,1300 to 1400,Jan-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,3800,1300 to 1400,Jan-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,2,3000,900 to 1000,Jan-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,4,4600,1500 to 1600,Jan-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,3700,1300 to 1400,Jan-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,4400,1800 to 1900,Jan-21
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-landed Properties,3,3800,1300 to 1400,Jan-21
GOLDLEAF GARDENS,KURAU GROVE,15,Terrace House,,4900,2000 to 2500,Jun-21
GOLDHILL TOWERS,GOLDHILL AVENUE,11,Non-landed Properties,3,3500,1500 to 1600,May-21
GOLDHILL TOWERS,GOLDHILL AVENUE,11,Non-landed Properties,3,4250,1500 to 1600,May-21
GOLDLEAF GARDENS,KURAU TERRACE,15,Terrace House,,4600,3000 to 3500,May-21
GOLDHILL TOWERS,GOLDHILL AVENUE,11,Non-landed Properties,3,3650,1500 to 1600,Apr-21
GOLDHILL TOWERS,GOLDHILL AVENUE,11,Non-landed Properties,3,3400,1500 to 1600,Apr-21
GOLDHILL TOWERS,GOLDHILL AVENUE,11,Non-landed Properties,3,4200,1500 to 1600,Feb-21
GOLDLEAF GARDENS,KURAU PLACE,15,Terrace House,,4900,1500 to 2000,Feb-21
GOODLINK PARK,GOODLINK PARK,27,Semi-Detached House,,4500,3000 to 3500,Jan-21
GOLDLEAF GARDENS,KURAU TERRACE,15,Terrace House,,5100,1500 to 2000,Jan-21
GOODLAND BUILDING,ROBERTS LANE,8,Non-landed Properties,3,4000,1300 to 1400,Jan-21
GOODLINK PARK,GOODLINK PARK,27,Terrace House,,3400,1500 to 2000,Jan-21
GOODWOOD GRAND,BALMORAL ROAD,10,Non-landed Properties,3,7000,1600 to 1700,May-21
GOODWOOD GRAND,BALMORAL ROAD,10,Non-landed Properties,2,4850,800 to 900,May-21
GOODVIEW APARTMENTS,LORONG 8 GEYLANG,14,Non-landed Properties,,2150,1200 to 1300,May-21
GOODWOOD GRAND,BALMORAL ROAD,10,Non-landed Properties,2,4000,700 to 800,May-21
GOODWOOD GARDENS,BALMORAL CRESCENT,10,Non-landed Properties,3,8000,1800 to 1900,Apr-21
GOODWOOD GRAND,BALMORAL ROAD,10,Non-landed Properties,2,4000,800 to 900,Apr-21
GOODWOOD GRAND,BALMORAL ROAD,10,Non-landed Properties,2,3300,700 to 800,Mar-21
GOODWOOD GRAND,BALMORAL ROAD,10,Non-landed Properties,3,5500,1000 to 1100,Mar-21
GOODWOOD GARDENS,BALMORAL CRESCENT,10,Non-landed Properties,3,5800,1700 to 1800,Feb-21
GOODWOOD GARDENS,BALMORAL CRESCENT,10,Non-landed Properties,2,4400,1000 to 1100,Feb-21
GOODWOOD GRAND,BALMORAL ROAD,10,Non-landed Properties,2,3500,700 to 800,Feb-21
GOODWOOD GRAND,BALMORAL ROAD,10,Non-landed Properties,2,4000,800 to 900,Jan-21
GOODVIEW APARTMENTS,LORONG 8 GEYLANG,14,Non-landed Properties,,2600,1200 to 1300,Jan-21
GOODWOOD GARDENS,BALMORAL CRESCENT,10,Non-landed Properties,4,7000,2100 to 2200,Jan-21
GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,10,Non-landed Properties,4,12200,2600 to 2700,Jun-21
GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,10,Non-landed Properties,4,12800,2400 to 2500,Jun-21
GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,10,Non-landed Properties,4,13900,2600 to 2700,Jun-21
GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,10,Non-landed Properties,3,9700,2100 to 2200,Jun-21
GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,10,Non-landed Properties,4,15800,>3000,Jun-21
GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,10,Non-landed Properties,3,9600,1900 to 2000,Jun-21
GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,10,Non-landed Properties,3,10000,1900 to 2000,Apr-21
GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,10,Non-landed Properties,4,11500,2500 to 2600,Apr-21
GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,10,Non-landed Properties,4,14000,2400 to 2500,Apr-21
GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,10,Non-landed Properties,4,27000,>3000,Mar-21
GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,10,Non-landed Properties,3,8999,1900 to 2000,Mar-21
GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,10,Non-landed Properties,4,12000,2400 to 2500,Mar-21
GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,10,Non-landed Properties,3,9300,1900 to 2000,Mar-21
GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,10,Non-landed Properties,2,5300,1100 to 1200,Feb-21
GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,10,Non-landed Properties,2,5200,1100 to 1200,Feb-21
GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,10,Non-landed Properties,2,5500,1100 to 1200,Feb-21
GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,10,Non-landed Properties,4,15000,>3000,Jan-21
GPL TERRACE,PUAY HEE AVENUE,13,Terrace House,,5500,2500 to 3000,Jan-21
GRAND DUCHESS AT ST PATRICK'S,ST. PATRICK'S ROAD,15,Non-landed Properties,3,4700,1500 to 1600,Jun-21
GRAMERCY PARK,GRANGE ROAD,10,Non-landed Properties,3,9000,1900 to 2000,Jun-21
GRAND CHATEAU,JALAN RAJAWALI,21,Non-landed Properties,3,3000,1200 to 1300,Jun-21
GRAND DUCHESS AT ST PATRICK'S,ST. PATRICK'S ROAD,15,Non-landed Properties,3,4100,1300 to 1400,Jun-21
GRAMERCY PARK,GRANGE ROAD,10,Non-landed Properties,4,13850,2600 to 2700,Jun-21
GRAND CHATEAU,JALAN RAJAWALI,21,Non-landed Properties,3,2500,1200 to 1300,Jun-21
GRAMERCY PARK,GRANGE ROAD,10,Non-landed Properties,2,7000,1200 to 1300,Jun-21
GRAMERCY PARK,GRANGE ROAD,10,Non-landed Properties,4,14500,2600 to 2700,Jun-21
GRAND DUCHESS AT ST PATRICK'S,ST. PATRICK'S ROAD,15,Non-landed Properties,3,4500,1300 to 1400,Jun-21
GRAND CHATEAU,JALAN RAJAWALI,21,Non-landed Properties,3,2400,1200 to 1300,Jun-21
GRAND DUCHESS AT ST PATRICK'S,ST. PATRICK'S ROAD,15,Non-landed Properties,3,5000,1600 to 1700,Jun-21
GRAMERCY PARK,GRANGE ROAD,10,Non-landed Properties,3,7500,1900 to 2000,Jun-21
GRAND DUCHESS AT ST PATRICK'S,ST. PATRICK'S ROAD,15,Non-landed Properties,4,6500,1900 to 2000,Jun-21
GRAMERCY PARK,GRANGE ROAD,10,Non-landed Properties,3,11000,2100 to 2200,May-21
GRAMERCY PARK,GRANGE ROAD,10,Non-landed Properties,2,7500,1200 to 1300,May-21
GRAND DUCHESS AT ST PATRICK'S,ST. PATRICK'S ROAD,15,Non-landed Properties,3,4100,1300 to 1400,May-21
GRAND DUCHESS AT ST PATRICK'S,ST. PATRICK'S ROAD,15,Non-landed Properties,3,4700,1400 to 1500,May-21
GRAMERCY PARK,GRANGE ROAD,10,Non-landed Properties,3,9150,1900 to 2000,May-21
GRAMERCY PARK,GRANGE ROAD,10,Non-landed Properties,3,9500,2100 to 2200,May-21
GRACIOUS MANSIONS,JALAN RENDANG,15,Non-landed Properties,4,2738,1500 to 1600,May-21
GRAND CHATEAU,JALAN RAJAWALI,21,Non-landed Properties,3,2600,1200 to 1300,Apr-21
GRAMERCY PARK,GRANGE ROAD,10,Non-landed Properties,3,8500,1900 to 2000,Apr-21
GRACIOUS MANSIONS,JALAN RENDANG,15,Non-landed Properties,3,3802,1900 to 2000,Apr-21
GRACIOUS MANSIONS,JALAN RENDANG,15,Non-landed Properties,4,2831,1500 to 1600,Apr-21
GRAND DUCHESS AT ST PATRICK'S,ST. PATRICK'S ROAD,15,Non-landed Properties,3,3600,1300 to 1400,Apr-21
GRAND DUCHESS AT ST PATRICK'S,ST. PATRICK'S ROAD,15,Non-landed Properties,4,6500,1900 to 2000,Apr-21
GRAMERCY PARK,GRANGE ROAD,10,Non-landed Properties,3,9500,2100 to 2200,Apr-21
GRAMERCY PARK,GRANGE ROAD,10,Non-landed Properties,4,13800,2700 to 2800,Mar-21
GRAND DUCHESS AT ST PATRICK'S,ST. PATRICK'S ROAD,15,Non-landed Properties,3,4400,1300 to 1400,Mar-21
GRAND DUCHESS AT ST PATRICK'S,ST. PATRICK'S ROAD,15,Non-landed Properties,4,7200,2000 to 2100,Mar-21
GRAND CHATEAU,JALAN RAJAWALI,21,Non-landed Properties,3,2250,1100 to 1200,Mar-21
GRAMERCY PARK,GRANGE ROAD,10,Non-landed Properties,4,13500,2600 to 2700,Mar-21
GRAMERCY PARK,GRANGE ROAD,10,Non-landed Properties,4,18000,>3000,Mar-21
GRAND DUCHESS AT ST PATRICK'S,ST. PATRICK'S ROAD,15,Non-landed Properties,3,3500,1300 to 1400,Mar-21
GRACIOUS MANSIONS,JALAN RENDANG,15,Non-landed Properties,3,3615,1900 to 2000,Mar-21
GRAND CHATEAU,JALAN RAJAWALI,21,Non-landed Properties,3,3100,1200 to 1300,Mar-21
GRACIOUS MANSIONS,JALAN RENDANG,15,Non-landed Properties,4,2831,1500 to 1600,Feb-21
GRACIOUS MANSIONS,JALAN RENDANG,15,Non-landed Properties,3,3615,1900 to 2000,Feb-21
GRAND DUCHESS AT ST PATRICK'S,ST. PATRICK'S ROAD,15,Non-landed Properties,3,3500,1300 to 1400,Feb-21
GRAND REGALIA,UPPER SERANGOON ROAD,19,Non-landed Properties,3,2600,1200 to 1300,Feb-21
GRAMERCY PARK,GRANGE ROAD,10,Non-landed Properties,2,6000,1200 to 1300,Jan-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,2,2700,500 to 600,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,3,3800,800 to 900,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,1,2350,400 to 500,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,2,3000,600 to 700,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,2,2750,500 to 600,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,1,2550,400 to 500,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,3,3700,800 to 900,Jun-21
GRANDEUR 8,ANG MO KIO CENTRAL 3,20,Non-landed Properties,3,3900,1800 to 1900,Jun-21
GRANDEUR 8,ANG MO KIO CENTRAL 3,20,Non-landed Properties,3,3350,1100 to 1200,Jun-21
GRANDE VISTA,CACTUS DRIVE,28,Non-landed Properties,3,2600,1200 to 1300,Jun-21
GRANDEUR 8,ANG MO KIO CENTRAL 3,20,Non-landed Properties,3,2900,1200 to 1300,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,3,3700,800 to 900,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,5,5800,1400 to 1500,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,3,3700,800 to 900,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,2,2800,600 to 700,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,2,3200,900 to 1000,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,2,2800,600 to 700,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,2,3000,600 to 700,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,2,3000,600 to 700,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,1,2320,400 to 500,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,2,2700,500 to 600,Jun-21
GRANDEUR 8,ANG MO KIO CENTRAL 3,20,Non-landed Properties,3,3000,1100 to 1200,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,2,2500,600 to 700,Jun-21
GRANDEUR 8,ANG MO KIO CENTRAL 3,20,Non-landed Properties,3,3700,1200 to 1300,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,2,3200,800 to 900,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,2,2600,500 to 600,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,2,2600,500 to 600,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,2,3000,600 to 700,Jun-21
GRANDEUR 8,ANG MO KIO CENTRAL 3,20,Non-landed Properties,3,3700,1200 to 1300,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,2,2700,500 to 600,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,3,3400,800 to 900,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,2,2700,500 to 600,Jun-21
GRANDEUR 8,ANG MO KIO CENTRAL 3,20,Non-landed Properties,4,3600,1300 to 1400,Jun-21
GRANDEUR 8,ANG MO KIO CENTRAL 3,20,Non-landed Properties,3,3400,1200 to 1300,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,2,2800,600 to 700,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,2,2900,600 to 700,Jun-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-landed Properties,2,2500,500 to 600,Jun-21
